img,act_class,act_name
085426769.jpg,conditioning exercise,yoga Nadisodhana
002230170.jpg,conditioning exercise,yoga Nadisodhana
060950512.jpg,conditioning exercise,yoga Nadisodhana
036783222.jpg,conditioning exercise,yoga Nadisodhana
041566100.jpg,conditioning exercise,yoga Nadisodhana
083204074.jpg,conditioning exercise,yoga Nadisodhana
030983977.jpg,conditioning exercise,yoga Nadisodhana
094304881.jpg,conditioning exercise,yoga Nadisodhana
017963383.jpg,conditioning exercise,yoga Nadisodhana
066272242.jpg,,
067210507.jpg,,
025219516.jpg,,
032475061.jpg,,
083479849.jpg,,
076180525.jpg,,
032909588.jpg,,
053395655.jpg,,
006168030.jpg,,
020874588.jpg,,
048582056.jpg,,
008597374.jpg,,
084333235.jpg,,
071800621.jpg,,
094363367.jpg,,
069346691.jpg,,
094040137.jpg,,
055451256.jpg,,
060021861.jpg,,
097697105.jpg,,
064212915.jpg,,
003078657.jpg,,
072380278.jpg,,
090546869.jpg,,
079558025.jpg,home activities,landry
058383327.jpg,home activities,landry
067130351.jpg,,
099019179.jpg,,
009066209.jpg,,
066724483.jpg,,
028339769.jpg,,
064009040.jpg,,
060762358.jpg,home activities,landry
015345683.jpg,home activities,landry
020674665.jpg,home activities,landry
062162958.jpg,home activities,landry
012822995.jpg,home activities,landry
026518088.jpg,,
083524555.jpg,,
032709151.jpg,,
048806016.jpg,,
094114034.jpg,home activities,landry
022714909.jpg,home activities,landry
038962602.jpg,home activities,landry
060645778.jpg,home activities,landry
075533893.jpg,music playing,guitar classical folk sitting
090165339.jpg,music playing,guitar classical folk sitting
091547299.jpg,music playing,guitar classical folk sitting
077664007.jpg,music playing,guitar classical folk sitting
022833084.jpg,music playing,guitar classical folk sitting
002480933.jpg,music playing,guitar classical folk sitting
038377393.jpg,music playing,guitar classical folk sitting
014154885.jpg,music playing,guitar classical folk sitting
071038765.jpg,music playing,guitar classical folk sitting
066113059.jpg,music playing,guitar classical folk sitting
004397164.jpg,music playing,guitar classical folk sitting
083659378.jpg,music playing,guitar classical folk sitting
024874327.jpg,music playing,guitar classical folk sitting
043222708.jpg,music playing,guitar classical folk sitting
066793374.jpg,music playing,guitar classical folk sitting
042941879.jpg,music playing,guitar classical folk sitting
044128780.jpg,music playing,guitar classical folk sitting
006562800.jpg,,
040144355.jpg,,
076484789.jpg,,
091517634.jpg,,
041349714.jpg,,
042358583.jpg,,
070262711.jpg,music playing,guitar classical folk sitting
094277200.jpg,music playing,guitar classical folk sitting
026706094.jpg,music playing,guitar classical folk sitting
044014421.jpg,music playing,guitar classical folk sitting
079597324.jpg,music playing,guitar classical folk sitting
060969357.jpg,music playing,guitar classical folk sitting
011058634.jpg,music playing,guitar classical folk sitting
062773274.jpg,music playing,guitar classical folk sitting
018674628.jpg,music playing,guitar classical folk sitting
051021593.jpg,music playing,guitar classical folk sitting
052910327.jpg,music playing,guitar classical folk sitting
087620336.jpg,music playing,guitar classical folk sitting
046249427.jpg,music playing,guitar classical folk sitting
027944242.jpg,music playing,guitar classical folk sitting
023096635.jpg,music playing,guitar classical folk sitting
087425188.jpg,music playing,guitar classical folk sitting
017101085.jpg,music playing,guitar classical folk sitting
042586856.jpg,music playing,guitar classical folk sitting
018717311.jpg,music playing,guitar classical folk sitting
077330404.jpg,music playing,guitar classical folk sitting
047437264.jpg,music playing,guitar classical folk sitting
035114369.jpg,music playing,guitar classical folk sitting
036109964.jpg,music playing,guitar classical folk sitting
085221421.jpg,music playing,guitar classical folk sitting
055377395.jpg,music playing,guitar classical folk sitting
071786785.jpg,music playing,guitar classical folk sitting
089703852.jpg,music playing,guitar classical folk sitting
090174168.jpg,,
032850905.jpg,,
095245126.jpg,,
002487588.jpg,,
037683556.jpg,,
089579886.jpg,music playing,guitar classical folk sitting
027463688.jpg,music playing,guitar classical folk sitting
027308145.jpg,music playing,guitar classical folk sitting
030262229.jpg,music playing,guitar classical folk sitting
061231338.jpg,music playing,guitar classical folk sitting
043833278.jpg,music playing,guitar classical folk sitting
072673484.jpg,music playing,guitar classical folk sitting
089491064.jpg,music playing,guitar classical folk sitting
067419937.jpg,music playing,guitar classical folk sitting
020446672.jpg,winter activities,skiing downhill
093268190.jpg,music playing,guitar classical folk sitting
026449287.jpg,music playing,guitar classical folk sitting
014989430.jpg,music playing,guitar classical folk sitting
008996728.jpg,music playing,guitar classical folk sitting
056338374.jpg,religious activities,kneeling in church or at home praying
011376246.jpg,dancing,general dancing (e.g. disco folk Irish step dancing line dancing polka contra country)
013877588.jpg,dancing,general dancing (e.g. disco folk Irish step dancing line dancing polka contra country)
030003048.jpg,dancing,general dancing (e.g. disco folk Irish step dancing line dancing polka contra country)
028165301.jpg,dancing,general dancing (e.g. disco folk Irish step dancing line dancing polka contra country)
060423951.jpg,dancing,general dancing (e.g. disco folk Irish step dancing line dancing polka contra country)
081674528.jpg,dancing,general dancing (e.g. disco folk Irish step dancing line dancing polka contra country)
076134966.jpg,dancing,general dancing (e.g. disco folk Irish step dancing line dancing polka contra country)
026248445.jpg,dancing,general dancing (e.g. disco folk Irish step dancing line dancing polka contra country)
024531050.jpg,,
096579153.jpg,,
000823624.jpg,,
087972053.jpg,,
019972852.jpg,,
094728432.jpg,,
034230728.jpg,,
044035177.jpg,,
070712061.jpg,,
058766905.jpg,,
031793933.jpg,inactivity quiet/light,standing quietly standing in a line
055383092.jpg,miscellaneous,standing miscellaneous
073070688.jpg,inactivity quiet/light,standing quietly standing in a line
004233495.jpg,lawn and garden,yard work general
001119931.jpg,lawn and garden,yard work general
045806694.jpg,lawn and garden,yard work general
013183662.jpg,miscellaneous,standing miscellaneous
066434429.jpg,lawn and garden,yard work general
021405246.jpg,miscellaneous,standing miscellaneous
043285111.jpg,lawn and garden,yard work general
019767094.jpg,inactivity quiet/light,sitting quietly
054848359.jpg,lawn and garden,carrying loading or stacking wood
011605346.jpg,lawn and garden,carrying loading or stacking wood
002310685.jpg,lawn and garden,carrying loading or stacking wood
005113164.jpg,lawn and garden,carrying loading or stacking wood
095425844.jpg,lawn and garden,carrying loading or stacking wood
014228622.jpg,lawn and garden,carrying loading or stacking wood
070847825.jpg,lawn and garden,carrying loading or stacking wood
006792620.jpg,,
010816035.jpg,,
050887625.jpg,,
046487093.jpg,lawn and garden,carrying loading or stacking wood
095158031.jpg,lawn and garden,carrying loading or stacking wood
094483545.jpg,lawn and garden,carrying loading or stacking wood
077960864.jpg,lawn and garden,carrying loading or stacking wood
060210183.jpg,,
045496032.jpg,,
035617853.jpg,,
094708755.jpg,,
060290881.jpg,lawn and garden,carrying loading or stacking wood
057907253.jpg,lawn and garden,carrying loading or stacking wood
023190112.jpg,lawn and garden,carrying loading or stacking wood
004669782.jpg,lawn and garden,carrying loading or stacking wood
094518858.jpg,lawn and garden,carrying loading or stacking wood
031373526.jpg,lawn and garden,carrying loading or stacking wood
044258902.jpg,lawn and garden,carrying loading or stacking wood
011463994.jpg,lawn and garden,carrying loading or stacking wood
083692433.jpg,lawn and garden,carrying loading or stacking wood
002763183.jpg,lawn and garden,carrying loading or stacking wood
083399076.jpg,lawn and garden,carrying loading or stacking wood
014028501.jpg,lawn and garden,carrying loading or stacking wood
088656411.jpg,lawn and garden,carrying loading or stacking wood
072977264.jpg,lawn and garden,carrying loading or stacking wood
016467026.jpg,lawn and garden,carrying loading or stacking wood
056581799.jpg,lawn and garden,carrying loading or stacking wood
031265631.jpg,,
017823310.jpg,,
085918220.jpg,,
040352277.jpg,,
039854371.jpg,,
016988667.jpg,,
038306568.jpg,,
087161685.jpg,,
036312871.jpg,,
095160356.jpg,,
094630890.jpg,inactivity quiet/light,standing quietly standing in a line
014489866.jpg,occupation,fire fighter
017731125.jpg,miscellaneous,standing miscellaneous
086267407.jpg,miscellaneous,standing miscellaneous
039276092.jpg,miscellaneous,standing miscellaneous
000437398.jpg,occupation,tailoring
027387182.jpg,occupation,tailoring
059762899.jpg,occupation,tailoring
079926597.jpg,occupation,tailoring
013338862.jpg,occupation,tailoring
011054136.jpg,occupation,tailoring
092209265.jpg,occupation,tailoring
075114837.jpg,occupation,tailoring
058977960.jpg,occupation,tailoring
076918679.jpg,occupation,tailoring
042885436.jpg,,
075845575.jpg,,
037180299.jpg,,
024409457.jpg,,
072901342.jpg,,
041967229.jpg,,
098137710.jpg,,
034948518.jpg,,
092172742.jpg,,
093296255.jpg,occupation,tailoring
024185295.jpg,occupation,tailoring
079822118.jpg,occupation,tailoring
043307451.jpg,occupation,tailoring
091752473.jpg,occupation,tailoring
045012427.jpg,occupation,tailoring
074430372.jpg,occupation,tailoring
046696741.jpg,occupation,tailoring
022780076.jpg,occupation,tailoring
019935013.jpg,occupation,tailoring
042543119.jpg,occupation,tailoring
075549466.jpg,occupation,tailoring
060507149.jpg,occupation,tailoring
068862929.jpg,occupation,tailoring
028232635.jpg,occupation,tailoring
048143535.jpg,occupation,tailoring
004439526.jpg,occupation,tailoring
081753242.jpg,occupation,tailoring
098989216.jpg,occupation,tailoring
040687906.jpg,occupation,tailoring
001096365.jpg,occupation,tailoring
016979264.jpg,occupation,tailoring
065252688.jpg,occupation,tailoring
061207932.jpg,,
078786472.jpg,,
025388401.jpg,,
076363192.jpg,fishing and hunting,fishing general
068798402.jpg,fishing and hunting,fishing general
032281450.jpg,fishing and hunting,fishing general
054548815.jpg,fishing and hunting,fishing general
014727381.jpg,fishing and hunting,fishing general
045256450.jpg,occupation,fishing commercial
088119734.jpg,fishing and hunting,fishing general
042119138.jpg,fishing and hunting,fishing general
083956671.jpg,occupation,fishing commercial
059025337.jpg,occupation,fishing commercial
019187671.jpg,occupation,fishing commercial
058110624.jpg,occupation,fishing commercial
050598333.jpg,occupation,fishing commercial
039864134.jpg,occupation,fishing commercial
011963044.jpg,occupation,fishing commercial
041670866.jpg,occupation,fishing commercial
007276238.jpg,occupation,fishing commercial
